TenantId,AccountDomain,AccountName,AccountObjectId,AccountSid,AccountUpn,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FolderPath,FileSize,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessLogonId,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,LogonId,MD5,MachineGroup,ProcessCommandLine,ProcessCreationTime [UTC],ProcessId,ProcessIntegrityLevel,ProcessTokenElevation,ProcessVersionInfoCompanyName,ProcessVersionInfoProductName,ProcessVersionInfoProductVersion,ProcessVersionInfoInternalFileName,ProcessVersionInfoOriginalFileName,ProcessVersionInfoFileDescription,InitiatingProcessSignerType,InitiatingProcessSignatureStatus,ReportId,SHA1,SHA256,TimeGenerated [UTC],Timestamp [UTC],InitiatingProcessParentCreationTime [UTC],InitiatingProcessCreationTime [UTC],CreatedProcessSessionId,IsProcessRemoteSession,ProcessRemoteSessionDeviceName,ProcessRemoteSessionIP,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,InitiatingProcessUniqueId,ProcessUniqueId,SourceSystem,Type
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,python.exe,C:\Code\python\watchtower\.venv\Scripts\python.exe,105840,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,pet.exe server,pet.exe,c:\users\awhite\.vscode\extensions\ms-python.python-2025.16.0-win32-x64\python-env-tools\bin\pet.exe,28256,High,3475594,cdc188d725333fe547a0f17478223c50,Code.exe,25156,c209927bba71b39ce41427857a2bbdf3faac2777,f4238a4baf2aeb03fd55e50a8728cecf8f59beec2932167b446a6b5f82e46495,TokenElevationTypeDefault,4499512,,,,,,,3475594,a6283a38f97fa0bfc8243073d0f65287,UnassignedGroup,"""python.exe"" -c ""import json, sys; print('093385e9-59f7-4a16-a604-14bf206256fe');print(json.dumps({'version': '.'.join(str(n) for n in sys.version_info), 'sys_prefix': sys.prefix, 'executable': sys.executable, 'is64_bit': sys.maxsize > 2**32}))""","10/15/2025, 4:31:50.534 PM",4892,High,TokenElevationTypeDefault,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,OsVendorApplication,Valid,30134,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,"10/15/2025, 4:31:50.569 PM","10/15/2025, 4:31:50.569 PM","10/15/2025, 4:31:00.022 PM","10/15/2025, 4:31:06.536 PM",1,false,,,1,false,,,39969446692920005,39969446692920243,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,git.exe,C:\Users\awhite\AppData\Local\Programs\Git\cmd\git.exe,46968,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\awhite\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3668,i,7481385177604867273,9552564628001557765,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3812 /prefetch:14",code.exe,c:\users\awhite\appdata\local\programs\microsoft vs code\code.exe,25156,High,3475594,f27fd16b5b9ca9de05fe87c38097f323,Code.exe,23204,2be2dff55858d0b0f7f3512142287d168031564a,485f2a72cbe44b9ecf3c35e6f59df5ddc13861ef54e33e19e4f1e55e76f23224,TokenElevationTypeDefault,182493752,Microsoft Corporation,Visual Studio Code,1.99.3,electron.exe,electron.exe,Visual Studio Code,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,UnassignedGroup,git.exe check-ignore -v -z --stdin,"10/15/2025, 4:31:51.562 PM",15040,High,TokenElevationTypeDefault,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,OsVendorApplication,Valid,30147,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,"10/15/2025, 4:31:51.582 PM","10/15/2025, 4:31:51.582 PM","10/15/2025, 4:30:54.749 PM","10/15/2025, 4:31:00.022 PM",1,false,,,1,false,,,39969446692919990,39969446692920246,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,conhost.exe,C:\Windows\System32\conhost.exe,1007616,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,git.exe check-ignore -v -z --stdin,git.exe,c:\users\awhite\appdata\local\programs\git\cmd\git.exe,15040,High,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,Code.exe,25156,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,TokenElevationTypeDefault,46968,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,3475594,f8c013dd80605f088c2e3202e6c5969e,UnassignedGroup,conhost.exe 0xffffffff -ForceV1,"10/15/2025, 4:31:51.599 PM",16672,High,TokenElevationTypeDefault,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.26100.5074,ConHost,CONHOST.EXE,Console Window Host,Unknown,Unsigned,30148,72874f86b4b5ba7809748d93e09d435fb1ebc073,29e4840bf10bafb9fd5bcad70612a19b78a4a89b8f30220edc654bd49832d916,"10/15/2025, 4:31:51.618 PM","10/15/2025, 4:31:51.618 PM","10/15/2025, 4:31:00.022 PM","10/15/2025, 4:31:51.562 PM",1,false,,,1,false,,,39969446692920246,39969446692920247,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,git.exe,C:\Users\awhite\AppData\Local\Programs\Git\mingw64\bin\git.exe,4149624,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,git.exe check-ignore -v -z --stdin,git.exe,c:\users\awhite\appdata\local\programs\git\cmd\git.exe,15040,High,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,Code.exe,25156,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,TokenElevationTypeDefault,46968,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,3475594,2374d3e6d637ff4e7b8cac9cf5da0bfc,UnassignedGroup,git.exe check-ignore -v -z --stdin,"10/15/2025, 4:31:51.706 PM",20548,High,TokenElevationTypeDefault,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,Unknown,Unsigned,30149,e7c5361bc931e320df0feb775f6b939301333274,51c6331aab2426ae2df187975590587b5a10042e3423f4bc0fdcb54aeb3efab7,"10/15/2025, 4:31:51.728 PM","10/15/2025, 4:31:51.728 PM","10/15/2025, 4:31:00.022 PM","10/15/2025, 4:31:51.562 PM",1,false,,,1,false,,,39969446692920246,39969446692920248,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,python.exe,C:\Code\python\watchtower\.venv\Scripts\python.exe,105840,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""python.exe""  ""C:\Users\awhite\AppData\Local\Programs\Python\Python313\Scripts\poetry.exe"" install",python.exe,c:\users\awhite\appdata\local\programs\python\python313\python.exe,21200,High,3475594,a6283a38f97fa0bfc8243073d0f65287,poetry.exe,20120,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,TokenElevationTypeDefault,105840,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,3475594,a6283a38f97fa0bfc8243073d0f65287,UnassignedGroup,"python.exe -I -W ignore -c ""import sys

if hasattr(sys, \""real_prefix\""):
    print(sys.real_prefix)
elif hasattr(sys, \""base_prefix\""):
    print(sys.base_prefix)
else:
    print(sys.prefix)
""","10/15/2025, 4:31:52.832 PM",29760,High,TokenElevationTypeDefault,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,Unknown,Valid,30162,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,"10/15/2025, 4:31:52.858 PM","10/15/2025, 4:31:52.858 PM","10/15/2025, 4:31:47.828 PM","10/15/2025, 4:31:48.061 PM",1,false,,,1,false,,,39969446692920237,39969446692920249,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,python.exe,C:\Code\python\watchtower\.venv\Scripts\python.exe,105840,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""python.exe""  ""C:\Users\awhite\AppData\Local\Programs\Python\Python313\Scripts\poetry.exe"" install",python.exe,c:\users\awhite\appdata\local\programs\python\python313\python.exe,21200,High,3475594,a6283a38f97fa0bfc8243073d0f65287,poetry.exe,20120,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,TokenElevationTypeDefault,105840,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,0,a6283a38f97fa0bfc8243073d0f65287,UnassignedGroup,"python.exe -I -W ignore -c ""import json
import site
import sysconfig

paths = sysconfig.get_paths().copy()

paths[\""fallbacks\""] = [
    p for p in site.getsitepackages()
    if p and p not in {paths.get(\""purelib\""), paths.get(\""platlib\"")}
]

if site.check_enableusersite():
    paths[\""usersite\""] = site.getusersitepackages()

paths[\""userbase\""] = site.getuserbase()

print(json.dumps(paths))
""","10/15/2025, 4:31:53.045 PM",29820,High,TokenElevationTypeDefault,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,Unknown,Valid,30164,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,"10/15/2025, 4:31:53.065 PM","10/15/2025, 4:31:53.065 PM","10/15/2025, 4:31:47.828 PM","10/15/2025, 4:31:48.061 PM",1,false,,,1,false,,,39969446692920237,39969446692920251,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,python.exe,C:\Code\python\watchtower\.venv\Scripts\python.exe,105840,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""python.exe""  ""C:\Users\awhite\AppData\Local\Programs\Python\Python313\Scripts\poetry.exe"" install",python.exe,c:\users\awhite\appdata\local\programs\python\python313\python.exe,21200,High,3475594,a6283a38f97fa0bfc8243073d0f65287,poetry.exe,20120,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,TokenElevationTypeDefault,105840,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,3475594,a6283a38f97fa0bfc8243073d0f65287,UnassignedGroup,"python.exe -I -W ignore -c ""import json
import sys

print(json.dumps(sys.path))
""","10/15/2025, 4:31:52.960 PM",29792,High,TokenElevationTypeDefault,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,Unknown,Valid,30163,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,"10/15/2025, 4:31:52.981 PM","10/15/2025, 4:31:52.981 PM","10/15/2025, 4:31:47.828 PM","10/15/2025, 4:31:48.061 PM",1,false,,,1,false,,,39969446692920237,39969446692920250,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,python.exe,C:\Code\python\watchtower\.venv\Scripts\python.exe,105840,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""python.exe""  ""C:\Users\awhite\AppData\Local\Programs\Python\Python313\Scripts\poetry.exe"" install",python.exe,c:\users\awhite\appdata\local\programs\python\python313\python.exe,21200,High,3475594,a6283a38f97fa0bfc8243073d0f65287,poetry.exe,20120,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,TokenElevationTypeDefault,105840,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,3475594,a6283a38f97fa0bfc8243073d0f65287,UnassignedGroup,"python.exe -I -W ignore -c ""import json
import os
import platform
import sys
import sysconfig

INTERPRETER_SHORT_NAMES = {
    \""python\"": \""py\"",
    \""cpython\"": \""cp\"",
    \""pypy\"": \""pp\"",
    \""ironpython\"": \""ip\"",
    \""jython\"": \""jy\"",
}


def interpreter_version():
    version = sysconfig.get_config_var(\""interpreter_version\"")
    if version:
        version = str(version)
    else:
        version = _version_nodot(sys.version_info[:2])

    return version


def _version_nodot(version):
    return \""\"".join(map(str, version))


if hasattr(sys, \""implementation\""):
    info = sys.implementation.version
    iver = \""{0.major}.{0.minor}.{0.micro}\"".format(info)
    kind = info.releaselevel
    if kind != \""final\"":
        iver += kind[0] + str(info.serial)

    implementation_name = sys.implementation.name
else:
    iver = \""0\""
    implementation_name = platform.python_implementation().lower()

env = {
    \""implementation_name\"": implementation_name,
    \""implementation_version\"": iver,
    \""os_name\"": os.name,
    \""platform_machine\"": platform.machine(),
    \""platform_release\"": platform.release(),
    \""platform_cmartin\"": platform.cmartin(),
    \""platform_version\"": platform.version(),
    \""python_full_version\"": platform.python_version().rstrip(\""+\""),
    \""platform_python_implementation\"": platform.python_implementation(),
    \""python_version\"": \"".\"".join(platform.python_version_tuple()[:2]),
    \""sys_platform\"": sys.platform,
    \""version_info\"": tuple(sys.version_info),
    # Extra information
    \""interpreter_name\"": INTERPRETER_SHORT_NAMES.get(
        implementation_name, implementation_name
    ),
    \""interpreter_version\"": interpreter_version(),
    \""sysconfig_platform\"": sysconfig.get_platform(),
}

print(json.dumps(env))
""","10/15/2025, 4:31:53.279 PM",29856,High,TokenElevationTypeDefault,Python Software Foundation,Python,3.13.1,Python Console,python.exe,Python,Unknown,Valid,30174,344bf691739f50e41065958b2e8db61a16557f61,03573716a7fcbd8b7fed8fe0163bbfbd3a852546920d6a666123f307c8dac7d9,"10/15/2025, 4:31:53.309 PM","10/15/2025, 4:31:53.309 PM","10/15/2025, 4:31:47.828 PM","10/15/2025, 4:31:48.061 PM",1,false,,,1,false,,,39969446692920237,39969446692920252,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,git.exe,C:\Users\awhite\AppData\Local\Programs\Git\cmd\git.exe,46968,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\awhite\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3668,i,7481385177604867273,9552564628001557765,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3812 /prefetch:14",code.exe,c:\users\awhite\appdata\local\programs\microsoft vs code\code.exe,25156,High,3475594,f27fd16b5b9ca9de05fe87c38097f323,Code.exe,23204,2be2dff55858d0b0f7f3512142287d168031564a,485f2a72cbe44b9ecf3c35e6f59df5ddc13861ef54e33e19e4f1e55e76f23224,TokenElevationTypeDefault,182493752,Microsoft Corporation,Visual Studio Code,1.99.3,electron.exe,electron.exe,Visual Studio Code,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,UnassignedGroup,git.exe for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main,"10/15/2025, 4:31:54.301 PM",30028,High,TokenElevationTypeDefault,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,OsVendorApplication,Valid,30186,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,"10/15/2025, 4:31:54.324 PM","10/15/2025, 4:31:54.324 PM","10/15/2025, 4:30:54.749 PM","10/15/2025, 4:31:00.022 PM",1,false,,,1,false,,,39969446692919990,39969446692920256,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,git.exe,C:\Users\awhite\AppData\Local\Programs\Git\cmd\git.exe,46968,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,"""Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\awhite\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3668,i,7481385177604867273,9552564628001557765,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3812 /prefetch:14",code.exe,c:\users\awhite\appdata\local\programs\microsoft vs code\code.exe,25156,High,3475594,f27fd16b5b9ca9de05fe87c38097f323,Code.exe,23204,2be2dff55858d0b0f7f3512142287d168031564a,485f2a72cbe44b9ecf3c35e6f59df5ddc13861ef54e33e19e4f1e55e76f23224,TokenElevationTypeDefault,182493752,Microsoft Corporation,Visual Studio Code,1.99.3,electron.exe,electron.exe,Visual Studio Code,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,UnassignedGroup,git.exe config --get commit.template,"10/15/2025, 4:31:54.269 PM",30020,High,TokenElevationTypeDefault,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,OsVendorApplication,Valid,30184,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,"10/15/2025, 4:31:54.290 PM","10/15/2025, 4:31:54.290 PM","10/15/2025, 4:30:54.749 PM","10/15/2025, 4:31:00.022 PM",1,false,,,1,false,,,39969446692919990,39969446692920255,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,conhost.exe,C:\Windows\System32\conhost.exe,1007616,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,git.exe config --get commit.template,git.exe,c:\users\awhite\appdata\local\programs\git\cmd\git.exe,30020,High,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,Code.exe,25156,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,TokenElevationTypeDefault,46968,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,3475594,f8c013dd80605f088c2e3202e6c5969e,UnassignedGroup,conhost.exe 0xffffffff -ForceV1,"10/15/2025, 4:31:54.305 PM",30036,High,TokenElevationTypeDefault,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.26100.5074,ConHost,CONHOST.EXE,Console Window Host,Unknown,Unsigned,30187,72874f86b4b5ba7809748d93e09d435fb1ebc073,29e4840bf10bafb9fd5bcad70612a19b78a4a89b8f30220edc654bd49832d916,"10/15/2025, 4:31:54.331 PM","10/15/2025, 4:31:54.331 PM","10/15/2025, 4:31:00.022 PM","10/15/2025, 4:31:54.269 PM",1,false,,,1,false,,,39969446692920255,39969446692920257,,DeviceProcessEvents
19864e56-23ed-497a-b56f-d7aa24c8a6f2,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,ProcessCreated,"{""DesktopName"":""Winsta0\\Default""}",,c29a38f40050af6141fd214da50e5be7,LAP-537.contoso.com,git.exe,C:\Users\awhite\AppData\Local\Programs\Git\mingw64\bin\git.exe,4149624,na,awhite,55ce7365-20e5-fa79-fb11-9cf90edd996f,S-1-5-21-4636785607-2024467317-1000000000-585607,awhite@tailspin.com,git.exe for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main,git.exe,c:\users\awhite\appdata\local\programs\git\cmd\git.exe,30028,High,3475594,bb5f42e0fcb08dd66b713a9ac00c784a,Code.exe,25156,219bce822f4831e27101289ada4d92772f24d9ab,f668c4ba88417ecdf29470b3af92d576a701cc0f76dd083b13d032f4b3f1f247,TokenElevationTypeDefault,46968,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,3475594,2374d3e6d637ff4e7b8cac9cf5da0bfc,UnassignedGroup,git.exe for-each-ref --format=%(refname)%00%(upstream:short)%00%(objectname)%00%(upstream:track)%00%(upstream:remotename)%00%(upstream:remoteref) --ignore-case refs/heads/main refs/remotes/main,"10/15/2025, 4:31:54.490 PM",30128,High,TokenElevationTypeDefault,The Git Development Community,Git,2.47.1.windows.1,git,git.exe,Git for Windows,Unknown,Unsigned,30218,e7c5361bc931e320df0feb775f6b939301333274,51c6331aab2426ae2df187975590587b5a10042e3423f4bc0fdcb54aeb3efab7,"10/15/2025, 4:31:54.511 PM","10/15/2025, 4:31:54.511 PM","10/15/2025, 4:31:00.022 PM","10/15/2025, 4:31:54.301 PM",1,false,,,1,false,,,39969446692920256,39969446692920260,,DeviceProcessEvents
